statistic,de_wilcoxon_direction_fidelity_yield_raw,de_wilcoxon_direction_reach_raw,de_wilcoxon_lfc_nmae,de_wilcoxon_sig_jaccard,expr_distance_unbiased,expr_mse_unbiased,expr_mse_unbiased_capped,expr_mse_unbiased_capped_norm,expr_real_mass_ratio,pds_cosine
mean,0.49783473054814775,0.02044966179798547,0.9881975756764939,0.04843018388621095,0.0012076977064417775,0.0007123940427057236,0.0012496279445989062,1.0347191502753343,1.0,0.7142857142857143
