statistic,de_wilcoxon_direction_fidelity_yield_raw,de_wilcoxon_direction_reach_raw,de_wilcoxon_lfc_nmae,de_wilcoxon_sig_jaccard,expr_distance_unbiased,expr_mse_unbiased,expr_mse_unbiased_capped,expr_mse_unbiased_capped_norm,expr_real_mass_ratio,pds_cosine
mean,0.4962357445135957,0.007318954524147407,0.9977379697581935,0.0475200382948425,0.0012076977064417775,0.0031381477655980728,0.0031381477655980728,2.5984546868470533,1.0,0.5
