statistic,de_wilcoxon_direction_fidelity_yield_raw,de_wilcoxon_direction_reach_raw,de_wilcoxon_lfc_nmae,de_wilcoxon_sig_jaccard,expr_distance_unbiased,expr_mse_unbiased,expr_mse_unbiased_capped,expr_mse_unbiased_capped_norm,expr_real_mass_ratio,pds_cosine
mean,0.4897593348726882,0.14865312867022396,1.014108330205255,0.048268997992418815,0.0012076977064417775,0.001867682470880974,0.00190482108227994,1.5772333358917168,1.0,0.7142857142857143
