statistic,de_wilcoxon_direction_fidelity_yield_raw,de_wilcoxon_direction_reach_raw,de_wilcoxon_lfc_nmae,de_wilcoxon_sig_jaccard,expr_distance_unbiased,expr_mse_unbiased,expr_mse_unbiased_capped,expr_mse_unbiased_capped_norm,expr_real_mass_ratio,pds_cosine
mean,0.5017723059017565,0.007962678605832132,1.0273646750759953,0.047551518759752054,0.0012076977064417775,0.004133447753531085,0.004133447753531085,3.4225847507067013,1.0,0.7857142857142857
